vid_id,elapsed_time_ratio,audience_watch_ratio,relative_retention_performance,year
U6jWizrcoaw,0.01,1.0206,0.6475,2020
U6jWizrcoaw,0.02,0.7938,0.74835,2020
U6jWizrcoaw,0.03,0.7216,0.8266,2020
U6jWizrcoaw,0.04,0.7423,0.8647,2020
U6jWizrcoaw,0.05,0.7113,0.88245,2020
U6jWizrcoaw,0.06,0.732,0.8888,2020
U6jWizrcoaw,0.07,0.7113,0.88765,2020
U6jWizrcoaw,0.08,0.6701,0.881,2020
U6jWizrcoaw,0.09,0.6598,0.87195,2020
U6jWizrcoaw,0.1,0.6495,0.86865,2020
U6jWizrcoaw,0.11,0.6598,0.87965,2020
U6jWizrcoaw,0.12,0.6392,0.90315,2020
U6jWizrcoaw,0.13,0.6701,0.9274,2020
U6jWizrcoaw,0.14,0.7216,0.9425,2020
U6jWizrcoaw,0.15,0.7423,0.9465,2020
U6jWizrcoaw,0.16,0.6495,0.94205,2020
U6jWizrcoaw,0.17,0.6289,0.9344,2020
U6jWizrcoaw,0.18,0.6186,0.93195,2020
U6jWizrcoaw,0.19,0.6598,0.9375,2020
U6jWizrcoaw,0.2,0.6907,0.94495,2020
U6jWizrcoaw,0.21,0.7216,0.948,2020
U6jWizrcoaw,0.22,0.6907,0.9465,2020
U6jWizrcoaw,0.23,0.6392,0.944,2020
U6jWizrcoaw,0.24,0.6907,0.94365,2020
U6jWizrcoaw,0.25,0.701,0.94405,2020
U6jWizrcoaw,0.26,0.701,0.9393,2020
U6jWizrcoaw,0.27,0.701,0.92365,2020
U6jWizrcoaw,0.28,0.6495,0.8948,2020
U6jWizrcoaw,0.29,0.6598,0.8576,2020
U6jWizrcoaw,0.3,0.6392,0.8243,2020
U6jWizrcoaw,0.31,0.6289,0.80635,2020
U6jWizrcoaw,0.32,0.6392,0.80445,2020
U6jWizrcoaw,0.33,0.6186,0.8102,2020
U6jWizrcoaw,0.34,0.6289,0.81785,2020
U6jWizrcoaw,0.35,0.6186,0.82965,2020
U6jWizrcoaw,0.36,0.6082,0.8488,2020
U6jWizrcoaw,0.37,0.6392,0.87265,2020
U6jWizrcoaw,0.38,0.6495,0.8946,2020
U6jWizrcoaw,0.39,0.6907,0.9091,2020
U6jWizrcoaw,0.4,0.6907,0.91505,2020
U6jWizrcoaw,0.41,0.732,0.91505,2020
U6jWizrcoaw,0.42,0.701,0.91085,2020
U6jWizrcoaw,0.43,0.6701,0.9027,2020
U6jWizrcoaw,0.44,0.6392,0.8937,2020
U6jWizrcoaw,0.45,0.6392,0.8888,2020
U6jWizrcoaw,0.46,0.6907,0.8893,2020
U6jWizrcoaw,0.47,0.6907,0.89135,2020
U6jWizrcoaw,0.48,0.6907,0.8903,2020
U6jWizrcoaw,0.49,0.701,0.8861,2020
U6jWizrcoaw,0.5,0.7113,0.88065,2020
U6jWizrcoaw,0.51,0.701,0.87475,2020
